lwmainid,DR_Num,Arizona_Statute_Code,Charge_Description,Attempted_Or_Completed,Report_Date,Date_Occurred,Time_Occurred,Date_Found,Time_Found,District,Beat,Zone,Officer,Location,City,State,Case_Status_Code,Case_Status_Description
658542,22-06238  ,13-1802A1,Theft -- Other Larceny,Completed,03/23/2022,03/19/2022,2235,03/19/2022,2237,D2,06,904,"Randall, S.  (1198)",E Indian Pz,Scottsdale,AZ,INAC,Inactive
658543,22-06239  ,13-3019A1,Unlawfully View/Tape/Record Person,Completed,03/23/2022,03/23/2022,1022,03/23/2022,1022,D3,11,2903,"Lines, D.  (1404)",E Gold Dust Av,Scottsdale,AZ,LFF,Long Form Filed
658543,22-06239  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,03/23/2022,03/23/2022,1022,03/23/2022,1022,D3,11,2903,"Lines, D.  (1404)",E Gold Dust Av,Scottsdale,AZ,LFF,Long Form Filed
658549,22-06246  ,13-1602A5,Criminal Damage-Draw On Property,Completed,03/23/2022,03/22/2022,2200,03/23/2022,0830,D2,06,905,"Palmer, S.  (1229)",N Winfield Scott Pz,Scottsdale,AZ,INAC,Inactive
658562,22-06261  ,13-2310A,Fraudulent Schemes/Artifices,Completed,03/23/2022,03/23/2022,1135,03/23/2022,1135,D4,18,3802,"Abernethy, C.  (B1631)",N Pima Rd,Scottsdale,AZ,INAC,Inactive
658563,22-06262  ,13-1805A5,Shoplifting-Concealment,Completed,03/23/2022,03/23/2022,1122,03/23/2022,1122,D4,17,3404,"Saylor, A.  (1364)",N Frank Lloyd Wright Bl,Scottsdale,AZ,CBA,Cleared By Arrest
658564,22-06263  ,13-2008A,Taking Identity of Another,Completed,03/23/2022,03/13/2022,0000,03/13/2022,2359,D4,17,3405,"Royston, N.  (B1252)",N 92nd St,Scottsdale,AZ,INAC,Inactive
658566,22-06265  ,13-1805A1,Shoplifting-Removal of Goods,Completed,03/23/2022,03/21/2022,1638,03/21/2022,1703,D4,20,4502,"Eavenson, G.  (B1608)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658567,22-06266  ,13-2310A,Fraudulent Schemes/Artifices,Completed,03/23/2022,02/17/2022,0000,03/16/2022,2359,D3,10,2703,"Now, G.  (1368)",N 84th Pl,Scottsdale,AZ,INAC,Inactive
658568,22-06267  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/23/2022,03/22/2022,1200,03/23/2022,0830,D4,16,3402,"Seda, M.  (B1628)",E Gray Rd,Scottsdale,AZ,INAC,Inactive
658569,22-06268  ,IMPOUND,Impound Property,Completed,03/23/2022,03/23/2022,1243,03/23/2022,1243,D1,02,708,"Hanser, J.  (1385)",E Catalina DR,Scottsdale,AZ,INAC,Inactive
658569,22-06268  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/23/2022,03/23/2022,1243,03/23/2022,1243,D1,02,708,"Hanser, J.  (1385)",E Catalina DR,Scottsdale,AZ,INAC,Inactive
658570,22-06269  ,13-1802B,Theft From Vulnerable Adult,Completed,03/22/2022,03/21/2022,1552,03/22/2022,1552,D3,11,2906,"Eavenson, G.  (B1608)",E Morgan Tr,Scottsdale,AZ,INAC,Inactive
658571,22-06271  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,03/23/2022,03/23/2022,1314,03/23/2022,1314,D4,16,3402,"Maki, J.  (1262)",N Northsight Bl,Scottsdale,AZ,LFF,Long Form Filed
658572,22-06273  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,03/23/2022,03/23/2022,1418,03/23/2022,1418,D2,08,2204,"Dittman, D.  (1146)",E McDonald DR,Scottsdale,AZ,INAC,Inactive
658573,22-06274  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,03/23/2022,03/23/2022,1429,03/23/2022,1429,D3,12,3006,"Now, G.  (1368)",E Shea Bl,Scottsdale,AZ,INAC,Inactive
658574,22-06275  ,13-1602A1,Criminal Damage-Deface,Completed,03/23/2022,03/20/2022,0730,03/20/2022,0810,D4,20,4402,"Seda, M.  (B1628)",E Montgomery Rd,Scottsdale,AZ,INAC,Inactive
658575,22-06276  ,13-1602A1,Criminal Damage-Deface,Completed,03/23/2022,03/23/2022,1459,03/23/2022,1459,D1,03,406,"Koller, D.  (1405)",N 74th St,Scottsdale,AZ,LFF,Long Form Filed
658576,22-06278  ,13-1802A3,Theft-Obtain By Misrepresent,Completed,03/23/2022,03/23/2022,1234,03/23/2022,1234,D4,18,3408,"Teeter, E.  (1180)",E Bell Rd,Scottsdale,AZ,INAC,Inactive
658577,22-06279  ,SEXCRIME3RDPARTY,Sex Crime - Third Party Report,Completed,03/23/2022,03/23/2022,1446,03/23/2022,1446,D3,11,2904,"Zobel, P.  (693)",N 73rd St,Scottsdale,AZ,INAC,Inactive
658579,22-06282  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,03/23/2022,03/23/2022,1557,03/23/2022,1557,D4,18,3802,"Saylor, A.  (1364)",E Thompson Peak Py,Scottsdale,AZ,CBE,Cleared By Exception
658580,22-06283  ,RECOVERY/VEH,Recovery/Vehicle Foj,Completed,03/23/2022,03/23/2022,1458,03/23/2022,1458,D2,07,805,"Vogt, J.  (1182)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658581,22-06285  ,13-1802A1,Theft -- Purse Snatch - No Force,Completed,03/23/2022,03/17/2022,0630,03/17/2022,2100,D4,15,3501,"Birt, D.  (1624)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658582,22-06286  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,03/23/2022,03/22/2022,2020,03/23/2022,1145,D1,01,105,"Biland, M.  (1547)",E Roosevelt St,Scottsdale,AZ,INAC,Inactive
658582,22-06286  ,13-1802A1,Theft -- From Vehicle,Completed,03/23/2022,03/22/2022,2020,03/23/2022,1145,D1,01,105,"Biland, M.  (1547)",E Roosevelt St,Scottsdale,AZ,INAC,Inactive
658583,22-06287  ,13-2310A,Fraudulent Schemes/Artifices,Attempted,03/23/2022,03/23/2022,1629,03/23/2022,1629,D1,01,103,"Romero, A.  (1599)",E Kimsey Ln,Scottsdale,AZ,INAC,Inactive
658584,22-06288  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,03/23/2022,03/23/2022,1738,03/23/2022,1738,D1,03,406,"Stroud, G.  (1579)",E Oak St / N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658587,22-06291  ,13-1802A1,Theft -- From Building,Completed,03/23/2022,03/23/2022,1753,03/23/2022,1753,D4,20,4501,"Miller, D.  (1608)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658589,22-06293  ,13-1805A5,Shoplifting-Concealment,Completed,03/23/2022,03/23/2022,1850,03/23/2022,1850,D2,07,1002,"Gomez, A.  (1586)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658590,22-06294  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/23/2022,03/23/2022,1858,03/23/2022,1858,D2,06,906,"Roadifer, M.  (1573)",E Heatherbrae Av,Scottsdale,AZ,INAC,Inactive
658591,22-06295  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,03/23/2022,03/17/2022,0800,03/23/2022,1830,D2,05,814,"Seda, M.  (B1628)",E Indian School Rd,Scottsdale,AZ,INAC,Inactive
658593,22-06297  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/23/2022,03/23/2022,1816,03/23/2022,1816,D1,02,709,"Garcia, F.  (1558)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
658594,22-06298  ,13-2105A2,Fraudulent Use of Credit Card-Obtain Goods or Services,Completed,03/23/2022,03/23/2022,1612,03/23/2022,1612,D2,07,1102,"Esquivel, L.  (1513)",E Rancho Vista DR,Scottsdale,AZ,INAC,Inactive
658595,22-06299  ,13-1805A5,Shoplifting-Concealment,Completed,03/23/2022,03/23/2022,2003,03/23/2022,2003,D2,07,1002,"Farner, K.  (1584)",E Camelback Rd,Scottsdale,AZ,LFF,Long Form Filed
658596,22-06300  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,03/23/2022,03/23/2022,2007,03/23/2022,2007,D3,11,2902,"Cariveau, M.  (1603)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658597,22-06302  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,03/23/2022,03/23/2022,2206,03/23/2022,2206,D1,02,407,"Romero, A.  (1599)",N 77th St / E McDowell Rd,Scottsdale,AZ,LFF,Long Form Filed
658598,22-06303  ,13-1507A,Burglary 2nd Degree -- Residential,Completed,03/23/2022,03/23/2022,1500,03/23/2022,2100,D3,10,2606,"Huynh, T.  (1601)",N Pima Rd,Scottsdale,AZ,INAC,Inactive
658599,22-06304  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,03/23/2022,03/23/2022,2228,03/23/2022,2228,D1,01,306,"Jarrell, A.  (1489)",N 81st St / E McDowell Rd,Scottsdale,AZ,LFF,Long Form Filed
658600,22-06305  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,03/23/2022,03/13/2022,0346,03/13/2022,0000,D1,01,107,"Faulkner, C.  (1572)",N 85th Pl,Scottsdale,AZ,LFF,Long Form Filed
658604,22-06306  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,03/23/2022,03/23/2022,2307,03/23/2022,2307,D2,06,809,"Smith, C.  (1507)",E Osborn Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658605,22-06307  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/23/2022,03/23/2022,1820,03/23/2022,2200,D2,07,1002,"Duarte, M.  (1623)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
658607,22-06309  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,03/23/2022,03/23/2022,2352,03/23/2022,2352,,99,99,"Cappucci, A.  (1132)",E Chaparral Rd / N Pima Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658610,22-06310  ,SEXCRIMEOTHER,Sex Crime - Other Jurisdiction,Completed,03/22/2022,03/18/2022,0109,03/24/2022,0109,D3,11,2701,"Huynh, T.  (1601)",N Timberlane DR,Scottsdale,AZ,INAC,Inactive
658612,22-06311  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,03/24/2022,03/24/2022,0102,03/24/2022,0102,D2,06,809,"McCann, C.  (1273)",N 78th St / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658613,22-06312  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,03/24/2022,03/24/2022,0122,03/24/2022,0122,D3,09,2306,"Willkomm, R.  (1511)",E McDonald DR,Scottsdale,AZ,CBA,Cleared By Arrest
658614,22-06314  ,FIRE INV,Fire Investigation,Completed,03/23/2022,03/23/2022,2340,03/23/2022,2340,D1,03,707,"Fisher, R.  (1462)",E Earll DR,Scottsdale,AZ,INAC,Inactive
658615,22-06313  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,03/24/2022,03/24/2022,0102,03/24/2022,0102,D2,06,809,"Gomez, A.  (1586)",N 78th St / E Indian School Rd,Scottsdale,AZ,LFF,Long Form Filed
658616,22-06315  ,13-1814A1,Theft of Means of Transportation,Completed,03/24/2022,03/24/2022,0030,03/24/2022,0030,D2,07,1102,"Fleming, A.  (1568)",N Goldwater Bl,Scottsdale,AZ,INAC,Inactive
658619,22-06318  ,13-1204A8E,Agg Assault-Health Care Prof-- Minor or No Injury,Completed,03/24/2022,03/24/2022,0533,03/24/2022,0533,D4,19,3801,"Mackie, A.  (1482)",E Thompson Peak Py,Scottsdale,AZ,LFF,Long Form Filed
658621,22-06320  ,13-1506A1,Burglary 3rd Degree -- Commercial Building,Completed,03/24/2022,03/24/2022,0731,03/24/2022,0731,D4,20,4502,"Vernon, A.  (812)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658624,22-06323  ,13-1506A1,Burglary - Motor Vehicle Parts/Acc,Completed,03/24/2022,03/24/2022,0809,03/24/2022,0809,,,0,"Vahle, B.  (741)",E Parkview Av,Fountain Hills,AZ,LFF,Long Form Filed
658632,22-06333  ,DEATH,Death Investigation,Completed,03/24/2022,03/24/2022,0925,03/24/2022,0925,D4,20,4104,"Vernon, A.  (812)",E Candlewood DR,Scottsdale,AZ,INAC,Inactive
658634,22-06334  ,13-1814A1,Theft of Means of Transportation,Completed,03/24/2022,03/24/2021,0949,03/24/2022,0949,D1,01,304,"Iwan, M.  (B1603)",N Miller Rd,Scottsdale,AZ,INAC,Inactive
658637,22-06338  ,13-1802A1,Theft -- From Building,Completed,03/24/2022,03/07/2022,1000,03/07/2022,1100,,,-1,"Wright, P.  (1325)",W Hearn,Scottsdale,AZ,LFF,Long Form Filed
658638,22-06339  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,03/24/2022,03/24/2022,1050,03/24/2022,1050,D2,06,906,"Polasky, E.  (1163)",E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658640,22-06342  ,13-1203A1,Assault-Intentional/Recklessly Injure-Dv,Completed,03/24/2022,03/24/2022,1134,03/24/2022,1134,D1,03,705,"Koller, D.  (1405)",N 70th St / E Earll DR,Scottsdale,AZ,INAC,Inactive
658644,22-06346  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,03/24/2022,03/24/2022,1022,03/24/2022,1022,D2,06,1105,"Noseworthy, C.  (1605)",E Northland DR,Scottsdale,AZ,LFP,Long Form Pending
658647,22-06350  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,03/24/2022,03/24/2022,1202,03/24/2022,1202,D1,04,703,"Inouye, R.  (1192)",N 68th St,Scottsdale,AZ,CBA,Cleared By Arrest
658651,22-06354  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,03/24/2022,03/24/2022,1244,03/24/2022,1244,D2,05,1108,"Esquivel, L.  (1513)",E Rancho Vista DR,Scottsdale,AZ,INAC,Inactive
658652,22-06355  ,IMPOUND,Impound Property,Completed,03/24/2022,03/24/2022,1323,03/24/2022,1323,D1,01,201,"Pease, A.  (1306)",E Continental DR,Scottsdale,AZ,INAC,Inactive
658653,22-06247  ,3511 IMPOUND,3511 Impound,Completed,03/23/2022,03/23/2022,1026,03/23/2022,1026,D4,15,3601,"Miller, M.  (856)",E Frank Lloyd Wright Bl / N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658654,22-06356  ,IMPOUND,Impound Property,Completed,03/24/2022,03/15/2022,1102,03/24/2022,1412,D4,15,3603,"Hyman, D.  (1311)",N Airport DR,Scottsdale,AZ,INAC,Inactive
658655,22-06357  ,13-1802A1,Theft -- From Building,Completed,03/24/2022,03/24/2022,1254,03/24/2022,1254,D1,02,708,"Delash, T.  (1381)",E Osborn Rd,Scottsdale,AZ,INAC,Inactive
658656,22-06358  ,13-1602A1,Criminal Damage-Deface,Completed,03/24/2022,03/23/2022,1715,03/24/2022,0730,D4,15,3401,"Smyth, W.  (B699)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658657,22-06359  ,13-2310A,Fraudulent Schemes/Artifices,Completed,03/24/2022,12/15/2021,1430,03/24/2022,1430,D4,15,3601,"Schurr, D.  (601)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658658,22-06360  ,13-1805A1,Shoplifting-Removal of Goods,Completed,03/24/2022,03/23/2022,1721,03/23/2022,1721,D4,19,4001,"Teeter, E.  (1180)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658659,22-06361  ,13-2008A,Taking Identity of Another,Completed,03/24/2022,03/24/2022,1454,03/24/2022,1454,D1,02,409,"Drake, R.  (B894)",E Palm Ln,Scottsdale,AZ,INAC,Inactive
658660,22-06362  ,13-1802A1,Theft -- Other Larceny,Completed,03/24/2022,03/17/2022,1200,03/17/2022,1200,D4,18,3408,"Seda, M.  (B1628)",N 92nd St,Scottsdale,AZ,INAC,Inactive
658661,22-06363  ,13-1902A,Robbery,Completed,03/24/2022,03/24/2022,1454,03/24/2022,1454,D4,16,3605,"Maki, J.  (1262)",N Hayden Rd,Scottsdale,AZ,LFF,Long Form Filed
658662,22-06364  ,13-1805A1,Shoplifting-Removal of Goods,Completed,03/24/2022,03/24/2022,1444,03/24/2022,1444,D1,03,607,"Koller, D.  (1405)",N Scottsdale Rd,Scottsdale,AZ,LFP,Long Form Pending
658663,22-06365  ,13-1802A1,Theft -- Other Larceny,Completed,03/24/2022,03/24/2022,1054,03/24/2022,1100,D2,06,9901,"Esquivel, L.  (1513)",N 75th St,Scottsdale,AZ,CBE,Cleared By Exception
658667,22-06372  ,13-3403A1,Vapor-Releasing Substance Use,Completed,03/24/2022,03/24/2022,1604,03/24/2022,1604,D3,13,2908,"Oleksik, K.  (1496)",N 90th St,Scottsdale,AZ,LFF,Long Form Filed
658669,22-06375  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,03/24/2022,03/21/2022,0000,03/24/2022,1703,D4,17,3404,"McCorkel, H.  (1534)",N 90th St,Scottsdale,AZ,INAC,Inactive
658672,22-06378  ,13-2310A,Fraudulent Schemes/Artifices,Completed,03/24/2022,03/17/2022,1614,03/21/2022,1614,D2,06,905,"Rumann, J.  (1600)",E 3rd Av,Scottsdale,AZ,INAC,Inactive
658673,22-06379  ,13-1802A1,Theft -- Other Larceny,Completed,03/24/2022,03/21/2022,0100,03/24/2022,1513,D2,06,904,"Pham, J.  (1548)",N Saddlebag Tr,Scottsdale,AZ,INAC,Inactive
658675,22-06380  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/24/2022,03/24/2022,1445,03/24/2022,1445,D1,03,707,"Fries, J.  (1607)",N Civic Center Pz,Scottsdale,AZ,INAC,Inactive
658676,22-06381  ,13-1802A1,Theft -- From Vehicle,Completed,03/24/2022,03/10/2022,1400,03/24/2022,1518,D2,06,809,"Shollock, K.  (1597)",N 78th St,Scottsdale,AZ,INAC,Inactive
658677,22-06382  ,13-1805A1,Shoplifting-Removal of Goods,Completed,03/24/2022,03/24/2022,1700,03/24/2022,1720,D4,20,4502,"Kane, T.  (563)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658678,22-06383  ,28-3473A,Suspended/Revoked D.L.,Completed,03/24/2022,03/24/2022,1748,03/24/2022,1748,D3,10,2501,"Chorneyko, J.  (1616)",E Cheney DR / N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658679,22-06384  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,03/24/2022,03/24/2022,1612,03/24/2022,1612,D1,02,711,"Patrick, D.  (1424)",E Pinchot Av,Scottsdale,AZ,INAC,Inactive
658681,22-06386  ,13-1805A1,Shoplifting-Removal of Goods,Completed,03/24/2022,03/24/2022,1919,03/24/2022,1919,D2,07,902,"Krasznai, A.  (1618)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658682,22-06387  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,03/24/2022,03/24/2022,2002,03/24/2022,2002,D1,02,407,"Patrick, D.  (1424)",N 77th St / E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658684,22-06389  ,WARRANT,Warrant - Fel - Other Jurisdiction,Completed,03/24/2022,03/24/2022,2144,03/24/2022,2144,D1,01,306,"Smith, M.  (1596)",E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658685,22-06390  ,13-2008A,Taking Identity of Another,Completed,03/24/2022,03/24/2022,2203,03/24/2022,2203,D1,03,707,"Fries, J.  (1607)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
658686,22-06391  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,03/24/2022,03/24/2022,2236,03/24/2022,2236,D1,01,306,"Pham, J.  (1548)",N Granite Reef Rd / E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658688,22-06393  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,03/24/2022,03/24/2022,2328,03/24/2022,2328,D2,05,811,"Farner, K.  (1584)",E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658690,22-06394  ,28-1381A2,DUI-BAC of .08 or More,Completed,03/24/2022,03/24/2022,2343,03/24/2022,2343,D2,08,2304,"Cappucci, A.  (1132)",N Hayden Rd / E Starlight Wy,Scottsdale,AZ,CBA,Cleared By Arrest
658691,22-06395  ,13-1203A3,Assault-Touched to Injure,Completed,03/24/2022,03/24/2022,2359,03/24/2022,2359,D2,06,904,"Smith, C.  (1507)",E Indian Pz,Scottsdale,AZ,CBA,Cleared By Arrest
658692,22-06396  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,03/25/2022,03/25/2022,0011,03/25/2022,0011,D4,19,3901,"Russo, K.  (1504)",N Scottsdale Rd / E Silverstone DR,Scottsdale,AZ,CBA,Cleared By Arrest
658693,22-06397  ,WARRANT,Warrant - Fel - Other Jurisdiction,Completed,03/24/2022,03/24/2022,2350,03/24/2022,2350,D1,04,601,"Biland, M.  (1547)",E Thomas Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658695,22-06398  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,03/25/2022,03/25/2022,0027,03/25/2022,0027,D1,01,306,"Diaz, M.  (1541)",N Hayden Rd / E McDowell Rd,Scottsdale,AZ,PLR,Pending Lab Results
658696,22-06399  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,03/25/2022,03/25/2022,0014,03/25/2022,0014,D1,02,408,"Smith, M.  (1596)",E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658697,22-06400  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,03/25/2022,03/25/2022,0044,03/25/2022,0044,D2,05,907,"Clore, M.  (1472)",N Hayden Rd / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658698,22-06401  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,03/25/2022,03/25/2022,0030,03/25/2022,0030,D3,09,2306,"McCann, C.  (1273)",N 83rd St / E McDonald DR,Scottsdale,AZ,CBA,Cleared By Arrest
658699,22-06402  ,28-3473A,Suspended/Revoked D.L.,Completed,03/25/2022,03/25/2022,0127,03/25/2022,0127,D2,07,903,"Farner, K.  (1584)",E 3rd Av / N Marshall Wy,Scottsdale,AZ,CBA,Cleared By Arrest
658699,22-06402  ,13-2506A2,Failure to Appear 2nd Deg-Written Promise to Appear,Completed,03/25/2022,03/25/2022,0127,03/25/2022,0127,D2,07,903,"Farner, K.  (1584)",E 3rd Av / N Marshall Wy,Scottsdale,AZ,CBA,Cleared By Arrest
658702,22-06403  ,28-1383A4,Aggravated DUI-While Req to Have Ignition Interlock,Completed,03/25/2022,03/25/2022,0153,03/25/2022,0153,D2,06,808,"Smith, C.  (1507)",N Miller Rd / N Reddell Av,Scottsdale,AZ,LFF,Long Form Filed
658703,22-06404  ,13-1203A2,Assault-Cause Fear of Physical Injury,Completed,03/25/2022,03/25/2022,0146,03/25/2022,0146,D1,01,107,"Fortunato, C.  (1539)",N Granite Reef Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658704,22-06405  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,03/25/2022,03/25/2022,0141,03/25/2022,0141,D1,99,99,"Romero, A.  (1599)",E Papago DR / N Scottsdale Rd,Tempe,AZ,CBA,Cleared By Arrest
658705,22-06406  ,28-1381A2,DUI-BAC of .08 or More,Completed,03/25/2022,03/25/2022,0226,03/25/2022,0226,D1,03,607,"Diaz, M.  (1541)",N Scottsdale Rd / E Thomas Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658706,22-06407  ,13-1203A1,Assault-Intentional/Recklessly Injure-Dv,Completed,03/25/2022,03/25/2022,0325,03/25/2022,0325,D2,06,904,"Roadifer, M.  (1573)",N Civic Center Pz,Scottsdale,AZ,CBA,Cleared By Arrest
658707,22-06409  ,DEATH,Death Investigation,Completed,03/25/2022,03/25/2022,0725,03/25/2022,0725,D4,19,3701,"Hatch-Millis, V.  (1220)",E Princess Bl,Scottsdale,AZ,INAC,Inactive
658708,22-06410  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,03/25/2022,03/25/2022,0742,03/25/2022,0742,D2,05,907,"Browning, D.  (1594)",N Hayden Rd,Scottsdale,AZ,CBA,Cleared By Arrest
658709,22-06412  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,03/25/2022,03/24/2022,1800,03/25/2022,0800,D3,12,3003,"JOhnson, V.  (1281)",N 70th St,Scottsdale,AZ,INAC,Inactive
658710,22-06413  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,03/25/2022,03/25/2022,0845,03/25/2022,0845,D1,02,504,"Roach, D.  (1171)",E Wilshire DR,Scottsdale,AZ,LFF,Long Form Filed
658711,22-06411  ,28-773,Fail to Yield From Stop Sign,Completed,03/25/2022,03/25/2022,0812,03/25/2022,0812,D3,09,2401,"Hash, S.  (1260)",E Indian Bend Rd,Scottsdale,AZ,INAC,Inactive
658712,22-06414  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/25/2022,03/24/2022,1907,03/25/2022,0745,D3,11,2904,"Williams, C.  (1307)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658714,22-06416  ,13-2102A1,Theft of Credit Card -- Pocket Picking,Completed,03/25/2022,03/25/2022,1017,03/25/2022,1017,D2,06,806,"Mackie, A.  (1482)",E Main St,Scottsdale,AZ,INAC,Inactive
658715,22-06417  ,8-309A,Juvenile Use of Elect Device to Display Sexual Material,Completed,03/24/2022,03/18/2022,0656,03/21/2022,0656,D3,12,3002,"Dyer, S.  (813)",E Cholla St,Scottsdale,AZ,INAC,Inactive
658717,22-06419  ,13-1204A6,Agg Assault-Adult On Minor -- Minor or No Injury,Completed,03/25/2022,03/25/2022,0937,03/25/2022,0937,D4,19,3701,"Giusti, P.  (1611)",E Bell Rd,Scottsdale,AZ,INAC,Inactive
658720,22-06421  ,13-1506A1,Burglary - Motor Vehicle,Completed,03/25/2022,03/24/2022,2015,03/25/2022,0740,D1,03,705,"Inouye, R.  (1192)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
658721,22-06422  ,13-1802A1,Theft -- From Building,Completed,03/25/2022,02/27/2022,2300,02/28/2022,0200,D2,06,904,"Wolken, C.  (B1725)",N Saddlebag Tr,Scottsdale,AZ,INAC,Inactive
658722,22-06423  ,13-2310A,Fraudulent Schemes/Artifices,Completed,03/25/2022,03/25/2022,1004,03/25/2022,1004,D1,03,404,"Ly, S.  (1575)",N 68th Pl,Scottsdale,AZ,INAC,Inactive
658723,22-06425  ,13-2310A,Fraudulent Schemes/Artifices,Completed,03/21/2022,03/01/2022,0800,03/21/2022,1440,D1,03,605,"Egan, L.  (B1736)",N 68th St,Scottsdale,AZ,CBE,Cleared By Exception
658724,22-06426  ,13-2904A1,Disorderly Conduct-Fighting,Completed,03/25/2022,03/25/2022,0932,03/25/2022,0932,D2,07,805,"Browning, D.  (1594)",N Marshall Wy,Scottsdale,AZ,LFF,Long Form Filed
658725,22-06427  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,03/25/2022,03/25/2022,1017,03/25/2022,1017,D3,11,2902,"JOhnson, V.  (1281)",N 69th St,Scottsdale,AZ,LFF,Long Form Filed
658727,22-06430  ,IMPOUND,Impound Property,Completed,03/25/2022,03/25/2022,1123,03/25/2022,1123,D3,13,9902,"Dyer, A.  (1214)",E Via Linda,Scottsdale,AZ,INAC,Inactive
658728,22-06431  ,RUNAWAY,Missing Person / Runaway,Completed,03/25/2022,03/25/2022,0000,03/25/2022,0300,D3,12,3110,"Lesser, D.  (1383)",N 86th St,Scottsdale,AZ,CBE,Cleared By Exception
